TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,IP Address,TransactionDuration,AccountBalance,PreviousTransactionDate
TX001176,AC00267,254,5/15/2023 17:33,Debit,Nashville,49.31.186.82,63,5788.53,11/4/2024 8:08
TX001177,AC00363,436.8,11/16/2023 16:30,Debit,Houston,153.178.166.93,213,4515.43,11/4/2024 8:06
TX001178,AC00211,224.73,2/9/2023 16:27,Debit,Miami,3.102.127.165,63,7551.89,11/4/2024 8:08
TX001179,AC00204,752.69,5/29/2023 18:55,Credit,Dallas,1.98.25.114,115,14489.69,11/4/2024 8:09
TX001180,AC00456,78.5,2/14/2023 16:06,Credit,San Jose,166.41.54.117,41,13991.5,11/4/2024 8:11
TX001181,AC00016,50,2/24/2023 18:05,Credit,Jacksonville,150.231.20.169,87,185.87,11/4/2024 8:11
TX001182,AC00093,132.42,7/24/2023 16:22,Debit,Denver,203.174.215.229,164,726.39,11/4/2024 8:11
TX001183,AC00401,11.67,11/13/2023 16:30,Debit,Fort Worth,43.98.242.106,105,7458.63,11/4/2024 8:10
TX001184,AC00366,83.16,8/16/2023 16:11,Debit,Los Angeles,45.64.74.86,177,3065.87,11/4/2024 8:08
TX001185,AC00107,149.02,9/1/2023 16:35,Credit,Fort Worth,199.59.68.207,176,9379.72,11/4/2024 8:06
TX001186,AC00060,74.27,7/13/2023 17:17,Credit,Memphis,190.164.160.79,148,13696.61,11/4/2024 8:11
TX001187,AC00384,876.57,9/11/2023 16:16,Credit,Portland,195.164.171.146,118,3743.63,11/4/2024 8:06
TX001188,AC00483,615.58,9/25/2023 16:40,Debit,Jacksonville,168.55.199.214,133,14343,11/4/2024 8:10
TX001189,AC00126,643.03,8/1/2023 16:23,Credit,Jacksonville,104.155.121.252,52,2882.16,11/4/2024 8:08
TX001190,AC00437,7.95,1/9/2023 16:45,Debit,Phoenix,101.120.142.50,65,5631.2,11/4/2024 8:10
TX001191,AC00382,270.92,4/21/2023 17:03,Credit,Louisville,171.101.134.74,143,4574.43,11/4/2024 8:06
TX001192,AC00339,499.48,1/17/2023 16:57,Debit,Charlotte,200.13.225.150,133,1242.62,11/4/2024 8:08
TX001193,AC00498,841.5,5/22/2023 16:33,Credit,Atlanta,207.157.126.125,287,352.31,11/4/2024 8:09
TX001194,AC00178,138.82,10/16/2023 16:12,Debit,Fort Worth,83.207.115.164,53,3100.22,11/4/2024 8:11
TX001195,AC00201,231.46,6/8/2023 16:42,Credit,Miami,77.208.193.198,83,4707.24,11/4/2024 8:08
TX001196,AC00124,292.08,12/29/2023 18:07,Debit,Columbus,218.54.207.160,32,7950.48,11/4/2024 8:09
TX001197,AC00404,63.98,10/30/2023 16:01,Debit,Baltimore,182.225.2.156,258,7954.12,11/4/2024 8:06
TX001198,AC00347,235.21,10/16/2023 16:44,Debit,Boston,106.244.1.47,74,5946.61,11/4/2024 8:10
TX001199,AC00480,201.73,9/5/2023 18:45,Debit,Baltimore,214.67.148.245,78,6650.71,11/4/2024 8:12
TX001200,AC00303,161.31,9/11/2023 16:24,Debit,Nashville,34.86.220.205,13,1268.67,11/4/2024 8:08
TX001201,AC00249,18.41,12/1/2023 17:26,Debit,Atlanta,58.190.9.136,168,8287.54,11/4/2024 8:11
TX001202,AC00263,471.75,6/6/2023 18:31,Credit,San Jose,100.4.40.132,41,12948.5,11/4/2024 8:10
TX001203,AC00108,290.02,9/25/2023 17:48,Debit,Milwaukee,173.252.44.183,246,4746.71,11/4/2024 8:07
TX001204,AC00490,48.05,5/18/2023 17:34,Debit,New York,125.225.212.244,38,5334.97,11/4/2024 8:09
TX001205,AC00411,359.42,5/29/2023 16:17,Debit,Baltimore,23.163.145.195,30,1765.45,11/4/2024 8:06
TX001206,AC00087,32.91,5/4/2023 16:37,Debit,Fort Worth,54.252.249.33,255,427.3,11/4/2024 8:06
TX001207,AC00196,3.8,8/8/2023 16:47,Debit,Denver,56.116.189.0,140,6285.39,11/4/2024 8:08
TX001208,AC00267,31.81,4/6/2023 17:41,Debit,Fort Worth,147.114.91.132,149,1406.6,11/4/2024 8:06
TX001209,AC00267,220.2,9/11/2023 16:25,Debit,Boston,23.255.214.209,102,1075.15,11/4/2024 8:11
TX001210,AC00125,476.03,9/1/2023 16:12,Credit,Houston,130.92.201.49,99,5958.34,11/4/2024 8:09
TX001211,AC00428,141.91,1/19/2023 17:08,Debit,Miami,152.234.65.155,49,791.97,11/4/2024 8:09
TX001212,AC00477,95.83,12/1/2023 16:01,Debit,Washington,133.67.250.163,91,1726.4,11/4/2024 8:08
TX001213,AC00417,51.15,3/1/2023 17:26,Credit,Los Angeles,221.206.44.63,199,8992.25,11/4/2024 8:10
TX001214,AC00170,1192.2,12/21/2023 16:21,Credit,Jacksonville,40.10.25.102,103,7816.41,11/4/2024 8:09
TX001215,AC00147,50.75,8/14/2023 18:14,Debit,Boston,157.47.114.20,185,8271.47,11/4/2024 8:07
TX001216,AC00097,185.07,12/19/2023 16:57,Debit,Colorado Springs,76.136.92.235,159,636.42,11/4/2024 8:07
TX001217,AC00433,293.54,1/16/2023 17:26,Debit,Sacramento,16.94.155.46,45,2290.1,11/4/2024 8:08
TX001218,AC00381,23.38,9/25/2023 18:46,Debit,Memphis,6.204.110.7,89,9968.49,11/4/2024 8:09
TX001219,AC00398,285.26,11/1/2023 16:09,Debit,Atlanta,64.57.44.102,93,167.72,11/4/2024 8:11
TX001220,AC00029,129.48,2/6/2023 16:30,Debit,Seattle,106.244.1.47,179,7581.7,11/4/2024 8:10
TX001221,AC00291,743.03,7/27/2023 16:55,Debit,New York,73.54.203.165,174,4111.38,11/4/2024 8:09
TX001222,AC00431,297.86,2/6/2023 17:32,Credit,Milwaukee,205.45.234.42,96,1680.14,11/4/2024 8:11
TX001223,AC00275,231.92,7/10/2023 18:00,Debit,Indianapolis,47.82.77.181,12,5715.08,11/4/2024 8:11
TX001224,AC00093,295.82,12/14/2023 16:15,Credit,Chicago,144.228.168.6,46,5897.73,11/4/2024 8:07
TX001225,AC00442,302.86,7/3/2023 18:56,Debit,Los Angeles,144.91.150.133,275,5239.24,11/4/2024 8:12
TX001226,AC00465,81.08,9/19/2023 16:56,Debit,Omaha,119.43.28.203,56,7788.91,11/4/2024 8:07
TX001227,AC00158,775.6,8/21/2023 17:43,Credit,Mesa,73.108.76.238,158,3898.64,11/4/2024 8:08
TX001228,AC00334,178.43,12/26/2023 18:13,Debit,Baltimore,1.198.76.182,136,1214.93,11/4/2024 8:07
TX001229,AC00093,211.91,9/18/2023 16:51,Debit,Indianapolis,166.79.195.157,181,927.47,11/4/2024 8:08
TX001230,AC00229,17.21,12/25/2023 17:18,Debit,Omaha,119.43.28.203,219,914.16,11/4/2024 8:06
TX001231,AC00373,124.22,5/19/2023 17:57,Debit,Charlotte,130.29.230.16,172,9695.04,11/4/2024 8:08
TX001232,AC00328,38.37,9/1/2023 16:07,Debit,San Antonio,136.162.111.135,135,8647.04,11/4/2024 8:10
TX001233,AC00160,269.79,10/3/2023 16:15,Debit,San Jose,82.115.199.37,17,1292.1,11/4/2024 8:07
TX001234,AC00014,605.42,6/13/2023 16:10,Debit,Mesa,25.188.196.47,33,392.34,11/4/2024 8:09
TX001235,AC00090,11.19,1/2/2023 17:34,Debit,Austin,195.237.152.198,40,9877.17,11/4/2024 8:12
TX001236,AC00053,29.19,1/25/2023 17:39,Credit,Nashville,146.53.16.47,41,12059.85,11/4/2024 8:11
TX001237,AC00478,701.7,6/30/2023 16:57,Credit,Seattle,193.83.0.183,64,6643.24,11/4/2024 8:09
TX001238,AC00356,862.34,5/25/2023 16:16,Debit,Kansas City,49.174.157.140,72,9903.48,11/4/2024 8:12
TX001239,AC00244,410.97,9/25/2023 17:01,Debit,Los Angeles,148.112.151.27,45,151.42,11/4/2024 8:11
TX001240,AC00103,36.97,8/23/2023 17:22,Debit,Virginia Beach,175.210.47.87,79,2850.92,11/4/2024 8:07
TX001241,AC00053,137.59,1/3/2023 16:27,Debit,Nashville,161.25.82.11,95,10679.67,11/4/2024 8:11
TX001242,AC00151,168.11,5/19/2023 16:44,Credit,New York,146.69.70.214,12,10652.13,11/4/2024 8:06
TX001243,AC00494,430.98,10/10/2023 18:14,Debit,Baltimore,168.55.199.214,93,569.25,11/4/2024 8:11
TX001244,AC00219,13.87,12/11/2023 18:32,Debit,Phoenix,37.227.215.145,20,954.83,11/4/2024 8:07
TX001245,AC00202,642.68,5/25/2023 16:45,Debit,Jacksonville,141.241.241.128,66,1831.2,11/4/2024 8:10
TX001246,AC00254,175.07,11/23/2023 16:59,Debit,Las Vegas,58.190.9.136,169,9274.64,11/4/2024 8:12
TX001247,AC00285,302.82,11/3/2023 16:50,Debit,Jacksonville,79.47.176.19,175,9384.54,11/4/2024 8:07
TX001248,AC00071,1647.74,12/25/2023 17:41,Debit,Louisville,113.137.153.101,52,1483.84,11/4/2024 8:09
TX001249,AC00073,406.81,12/5/2023 16:32,Debit,New York,207.157.126.125,84,1968.36,11/4/2024 8:08
TX001250,AC00383,256.3,4/5/2023 16:21,Debit,New York,133.63.96.21,172,4203.05,11/4/2024 8:06
TX001251,AC00326,80.96,9/27/2023 17:47,Credit,Jacksonville,81.248.235.147,97,959.94,11/4/2024 8:06
TX001252,AC00153,95.78,3/23/2023 17:09,Debit,Atlanta,221.23.158.87,27,271.64,11/4/2024 8:09
TX001253,AC00460,379.54,1/3/2023 17:14,Credit,Indianapolis,109.105.179.186,118,12571.76,11/4/2024 8:06
TX001254,AC00439,903.19,7/6/2023 17:52,Debit,El Paso,174.61.77.54,65,8627.08,11/4/2024 8:06
TX001255,AC00070,142.19,6/15/2023 18:28,Debit,Houston,85.191.79.161,27,524.46,11/4/2024 8:09
TX001256,AC00086,847.45,6/19/2023 16:24,Debit,Jacksonville,151.247.130.190,175,422.32,11/4/2024 8:09
TX001257,AC00330,295.18,5/9/2023 17:54,Credit,Dallas,200.13.225.150,31,12961.53,11/4/2024 8:07
TX001258,AC00027,18.46,11/20/2023 16:29,Debit,Charlotte,166.41.54.117,213,6381.6,11/4/2024 8:10
TX001259,AC00020,603.23,8/24/2023 17:34,Debit,Detroit,38.210.156.148,48,117.98,11/4/2024 8:08
TX001260,AC00232,54.5,11/22/2023 16:59,Credit,Philadelphia,61.95.76.233,147,1715.22,11/4/2024 8:08
TX001261,AC00247,414.77,1/1/2024 17:37,Debit,San Francisco,49.20.211.229,274,5599.81,11/4/2024 8:08
TX001262,AC00136,886.19,8/21/2023 17:32,Debit,Colorado Springs,116.106.207.139,69,7904.24,11/4/2024 8:08
TX001263,AC00322,440.03,11/29/2023 16:11,Debit,San Jose,5.74.9.122,88,1490.44,11/4/2024 8:10
TX001264,AC00461,35.46,3/23/2023 16:16,Debit,Nashville,193.83.0.183,285,1532.72,11/4/2024 8:07
TX001265,AC00079,76.39,1/13/2023 17:19,Debit,Denver,136.250.159.93,219,5976,11/4/2024 8:10
TX001266,AC00176,595.91,8/10/2023 18:39,Credit,San Antonio,200.136.146.93,162,1673.76,11/4/2024 8:10
TX001267,AC00417,6.03,8/9/2023 18:42,Debit,Chicago,86.83.61.143,70,3290.72,11/4/2024 8:09
TX001268,AC00260,249.34,8/15/2023 17:21,Debit,Charlotte,152.140.239.181,197,3030.97,11/4/2024 8:07
TX001269,AC00471,421.52,8/15/2023 17:35,Debit,San Jose,177.172.184.163,67,369.86,11/4/2024 8:10
TX001270,AC00231,189.77,2/27/2023 16:08,Debit,Raleigh,116.43.88.219,24,6570.36,11/4/2024 8:11
TX001271,AC00184,73.19,10/18/2023 16:20,Debit,Atlanta,152.140.239.181,213,2264.98,11/4/2024 8:10
TX001272,AC00475,188.13,6/2/2023 18:12,Credit,Jacksonville,175.210.47.87,198,5029.87,11/4/2024 8:10
TX001273,AC00329,30.52,5/19/2023 17:19,Debit,Jacksonville,104.165.213.58,122,12327.74,11/4/2024 8:07
TX001274,AC00431,1235.69,5/24/2023 16:14,Credit,San Jose,69.82.61.135,118,420.25,11/4/2024 8:09
TX001275,AC00398,1159.39,10/12/2023 16:29,Debit,Oklahoma City,173.135.78.201,150,6499.53,11/4/2024 8:06
TX001276,AC00221,170.24,6/5/2023 16:24,Debit,San Francisco,47.167.178.158,133,5172.99,11/4/2024 8:08
TX001277,AC00299,56.62,2/27/2023 17:59,Debit,Austin,48.31.196.24,121,8981.1,11/4/2024 8:08
TX001278,AC00266,53.14,4/21/2023 17:19,Debit,Las Vegas,115.96.94.156,70,7915,11/4/2024 8:07
TX001279,AC00297,587.23,7/31/2023 17:54,Debit,Omaha,50.202.8.53,144,500.84,11/4/2024 8:09
TX001280,AC00373,146.15,1/6/2023 17:52,Debit,Phoenix,60.166.231.236,75,13784.4,11/4/2024 8:06
TX001281,AC00489,21.27,7/24/2023 17:01,Credit,Indianapolis,197.23.128.119,114,7392.79,11/4/2024 8:09
TX001282,AC00128,1397.59,11/13/2023 17:28,Credit,Austin,4.134.78.167,144,1134.79,11/4/2024 8:06
TX001283,AC00409,76.02,7/12/2023 16:58,Credit,Albuquerque,181.223.246.123,189,14765.41,11/4/2024 8:11
TX001284,AC00410,170.19,7/7/2023 17:40,Credit,Los Angeles,110.150.1.201,156,745.87,11/4/2024 8:12
TX001285,AC00360,155.51,8/21/2023 18:51,Debit,Raleigh,199.103.32.145,15,5360.19,11/4/2024 8:08
TX001286,AC00422,135.15,3/20/2023 17:13,Debit,Colorado Springs,77.208.193.198,50,5878.14,11/4/2024 8:10
TX001287,AC00225,39.48,5/26/2023 16:47,Debit,Omaha,152.234.65.155,38,5889.51,11/4/2024 8:11
TX001288,AC00261,451.68,4/18/2023 18:55,Debit,Houston,210.160.90.52,15,4381.54,11/4/2024 8:09
TX001289,AC00468,19.11,9/18/2023 16:31,Credit,Colorado Springs,148.25.159.90,160,8478.46,11/4/2024 8:11
TX001290,AC00138,355,8/29/2023 16:50,Credit,Fort Worth,115.241.186.164,33,185.47,11/4/2024 8:10
TX001291,AC00013,427.69,3/28/2023 16:02,Debit,Raleigh,24.148.92.177,236,2443.54,11/4/2024 8:11
TX001292,AC00275,254.86,1/26/2023 17:21,Debit,Boston,59.127.135.25,102,699.9,11/4/2024 8:11
TX001293,AC00125,19.48,7/10/2023 16:01,Debit,Dallas,16.128.130.153,114,4739.59,11/4/2024 8:08
TX001294,AC00200,190.17,6/9/2023 17:41,Debit,Baltimore,148.181.195.227,265,12893.85,11/4/2024 8:08
TX001295,AC00213,91.38,4/3/2023 16:41,Debit,Jacksonville,163.129.70.210,179,2402.58,11/4/2024 8:06
TX001296,AC00035,206.63,12/7/2023 16:11,Credit,Oklahoma City,115.30.82.168,128,7626.53,11/4/2024 8:10
TX001297,AC00070,93.22,4/7/2023 17:11,Debit,Charlotte,70.130.169.235,52,1014.63,11/4/2024 8:09
TX001298,AC00275,547.98,10/24/2023 17:04,Debit,Oklahoma City,79.227.202.117,171,1358.54,11/4/2024 8:09
TX001299,AC00060,641.06,12/11/2023 16:09,Debit,Colorado Springs,116.106.207.139,25,1602.13,11/4/2024 8:07
TX001300,AC00304,314.55,4/25/2023 17:15,Credit,Dallas,40.192.99.27,19,1105.89,11/4/2024 8:07
TX001301,AC00372,836.45,2/27/2023 16:02,Debit,Virginia Beach,156.134.123.253,63,1731.89,11/4/2024 8:12
TX001302,AC00498,1095.09,4/17/2023 17:27,Debit,San Francisco,91.103.147.166,52,8692.47,11/4/2024 8:11
TX001303,AC00465,189.45,3/21/2023 17:12,Credit,Boston,64.57.44.102,62,12578.75,11/4/2024 8:09
TX001304,AC00396,91.84,7/5/2023 17:21,Credit,Mesa,28.120.130.118,80,1712.41,11/4/2024 8:08
TX001305,AC00083,609.52,7/28/2023 16:03,Debit,Washington,125.225.212.244,169,3485.03,11/4/2024 8:08
TX001306,AC00479,859.3,8/1/2023 17:18,Credit,Colorado Springs,77.7.223.184,68,1146.78,11/4/2024 8:06
TX001307,AC00091,100.01,6/29/2023 16:06,Debit,Philadelphia,82.115.199.37,63,6393.12,11/4/2024 8:09
TX001308,AC00024,28.78,8/7/2023 16:08,Credit,Tucson,186.135.2.148,51,680.55,11/4/2024 8:11
TX001309,AC00366,111.08,5/15/2023 17:46,Debit,Chicago,175.230.206.232,83,7037.34,11/4/2024 8:10
TX001310,AC00470,470.96,3/10/2023 16:22,Credit,Indianapolis,106.244.1.47,124,12991.03,11/4/2024 8:11
TX001311,AC00032,52.23,9/11/2023 18:08,Credit,San Francisco,154.138.163.229,96,105.01,11/4/2024 8:08
TX001312,AC00136,78.62,7/31/2023 16:46,Debit,Oklahoma City,80.90.35.146,52,1360.85,11/4/2024 8:08
TX001313,AC00001,47.79,9/15/2023 17:00,Debit,Denver,59.12.96.11,37,1649.92,11/4/2024 8:11
TX001314,AC00187,333.97,3/22/2023 16:18,Debit,Fresno,98.39.212.221,45,5237.36,11/4/2024 8:11
TX001315,AC00452,30.87,7/12/2023 16:50,Debit,Fresno,34.92.221.183,295,14348.65,11/4/2024 8:10
TX001316,AC00036,710.43,3/8/2023 17:07,Debit,San Diego,189.198.67.252,115,5625.55,11/4/2024 8:08
TX001317,AC00125,220.23,9/18/2023 18:35,Debit,Milwaukee,19.20.13.234,48,3438.02,11/4/2024 8:06
TX001318,AC00403,27.28,12/25/2023 16:30,Debit,Atlanta,193.108.17.115,96,10668.24,11/4/2024 8:09
TX001319,AC00264,101.52,8/9/2023 16:22,Debit,Tucson,63.82.133.139,98,2018.9,11/4/2024 8:08
TX001320,AC00123,162.65,5/11/2023 17:15,Debit,New York,112.86.148.212,147,9500.95,11/4/2024 8:11
TX001321,AC00298,10.52,7/19/2023 17:38,Debit,Kansas City,1.238.163.61,30,2472.99,11/4/2024 8:11
TX001322,AC00235,270.72,3/27/2023 17:25,Debit,Los Angeles,145.76.10.8,37,6522.47,11/4/2024 8:12
TX001323,AC00259,202.34,1/10/2023 16:32,Debit,New York,146.250.144.172,134,1223.45,11/4/2024 8:11
TX001324,AC00329,247.58,5/29/2023 18:40,Debit,San Antonio,32.240.176.64,152,778.74,11/4/2024 8:07
TX001325,AC00482,686.17,10/3/2023 17:27,Debit,Denver,199.199.60.222,96,2246.15,11/4/2024 8:07
TX001326,AC00020,359.65,1/12/2023 17:58,Credit,Jacksonville,45.64.74.86,289,219.53,11/4/2024 8:09
TX001327,AC00453,109.91,5/1/2023 16:23,Debit,Seattle,173.135.78.201,90,12896.06,11/4/2024 8:10
TX001328,AC00367,215.72,10/11/2023 18:04,Credit,Columbus,93.151.52.152,137,8697.11,11/4/2024 8:11
TX001329,AC00167,490.76,1/19/2023 16:28,Debit,Columbus,17.36.132.202,156,6414.11,11/4/2024 8:09
TX001330,AC00110,224.28,2/15/2023 16:50,Debit,Chicago,189.20.224.220,68,5767.51,11/4/2024 8:10
TX001331,AC00078,614.03,5/8/2023 16:37,Debit,Dallas,58.190.9.136,51,2815.86,11/4/2024 8:08
TX001332,AC00212,608.79,11/3/2023 18:37,Debit,Fort Worth,158.129.49.240,157,2991.17,11/4/2024 8:12
TX001333,AC00051,186.55,6/21/2023 16:49,Debit,Philadelphia,60.166.231.236,288,224.65,11/4/2024 8:07
TX001334,AC00250,840.16,3/20/2023 16:35,Credit,Colorado Springs,23.163.145.195,68,1236.76,11/4/2024 8:12
TX001335,AC00304,203.34,12/20/2023 17:13,Debit,Phoenix,69.82.61.135,66,13586.99,11/4/2024 8:09
TX001336,AC00007,90.88,11/20/2023 17:08,Debit,Colorado Springs,175.210.47.87,284,7117.35,11/4/2024 8:10
TX001337,AC00017,60.11,11/27/2023 17:39,Credit,Albuquerque,8.243.4.138,122,7235.87,11/4/2024 8:08
TX001338,AC00158,393.92,5/16/2023 16:57,Debit,Memphis,141.169.67.34,47,7318.64,11/4/2024 8:12
TX001339,AC00110,19.39,11/17/2023 16:39,Debit,Colorado Springs,201.95.180.152,45,9847.6,11/4/2024 8:11
TX001340,AC00175,557.41,4/14/2023 16:52,Credit,Washington,194.29.57.163,49,2968.75,11/4/2024 8:09
TX001341,AC00079,57.07,8/25/2023 16:30,Credit,Boston,116.175.11.222,99,9323.71,11/4/2024 8:11
TX001342,AC00403,395.27,8/7/2023 16:38,Credit,Miami,150.83.4.238,167,1764.08,11/4/2024 8:08
TX001343,AC00228,289.05,6/9/2023 17:58,Debit,New York,174.61.77.54,116,5683.49,11/4/2024 8:11
TX001344,AC00344,46.11,3/27/2023 17:07,Debit,San Francisco,13.88.251.53,233,5225.73,11/4/2024 8:10
TX001345,AC00466,335.5,8/14/2023 16:01,Debit,Sacramento,107.247.202.71,47,6445.4,11/4/2024 8:12
TX001346,AC00204,388.07,9/5/2023 17:34,Debit,Seattle,44.197.126.59,68,289.71,11/4/2024 8:10
TX001347,AC00030,520.86,3/20/2023 16:29,Credit,Sacramento,179.132.235.182,66,9200.74,11/4/2024 8:08
TX001348,AC00455,787.41,6/19/2023 16:22,Debit,Memphis,150.25.200.56,39,300.87,11/4/2024 8:06
TX001349,AC00094,31.7,6/1/2023 16:56,Credit,Raleigh,113.134.242.82,121,743.9,11/4/2024 8:08
TX001350,AC00185,22.3,5/1/2023 16:57,Debit,Philadelphia,133.63.96.21,90,1200.35,11/4/2024 8:12
TX001351,AC00351,203.12,1/18/2023 16:59,Debit,San Jose,77.21.150.75,181,1562.39,11/4/2024 8:09
TX001352,AC00335,315.94,2/27/2023 17:06,Credit,Raleigh,8.244.162.185,172,7719.71,11/4/2024 8:12
TX001353,AC00409,192.23,12/28/2023 16:34,Debit,Albuquerque,167.164.55.0,39,2610.67,11/4/2024 8:06
TX001354,AC00312,1510.71,6/15/2023 16:48,Debit,Oklahoma City,193.209.134.233,51,2060.02,11/4/2024 8:09
TX001355,AC00097,0.26,11/23/2023 16:14,Debit,Oklahoma City,60.197.167.40,173,1833.67,11/4/2024 8:07
TX001356,AC00447,210.77,5/31/2023 16:50,Debit,Mesa,144.91.150.133,161,5396.65,11/4/2024 8:11
TX001357,AC00280,406.65,11/8/2023 18:32,Debit,Mesa,147.234.20.46,107,12995.7,11/4/2024 8:11
TX001358,AC00023,422.9,2/27/2023 16:15,Debit,Tucson,180.224.54.115,111,7616.43,11/4/2024 8:10
TX001359,AC00077,20.62,6/21/2023 17:10,Credit,Philadelphia,184.59.28.72,225,12500.8,11/4/2024 8:08
TX001360,AC00113,174.39,1/9/2023 16:08,Debit,San Francisco,98.255.160.110,36,1127.08,11/4/2024 8:11
TX001361,AC00391,7.86,10/16/2023 16:47,Credit,Sacramento,201.113.165.203,91,3621.98,11/4/2024 8:07
TX001362,AC00136,61.98,1/3/2023 18:18,Debit,Denver,20.147.6.179,44,5212.28,11/4/2024 8:08
TX001363,AC00204,54.85,9/5/2023 16:05,Credit,San Francisco,214.67.148.245,40,2727.45,11/4/2024 8:09
TX001364,AC00089,204.7,9/21/2023 16:08,Debit,Oklahoma City,141.201.46.191,95,5117.03,11/4/2024 8:10
TX001365,AC00305,16.55,9/11/2023 17:05,Debit,Tucson,214.32.109.197,159,6089.79,11/4/2024 8:08
TX001366,AC00338,91.32,11/10/2023 16:43,Debit,Milwaukee,49.29.37.185,77,2618.1,11/4/2024 8:08
TX001367,AC00268,195.49,6/12/2023 16:34,Debit,Memphis,147.227.81.224,212,11988.12,11/4/2024 8:08
TX001368,AC00363,49.62,12/7/2023 16:19,Debit,Portland,19.228.76.177,111,3841.42,11/4/2024 8:07
TX001369,AC00316,487.16,1/2/2023 16:01,Credit,Los Angeles,156.96.135.18,84,321.21,11/4/2024 8:12
TX001370,AC00167,405.6,8/8/2023 17:41,Debit,Tucson,36.77.94.252,44,9754.73,11/4/2024 8:09
TX001371,AC00405,512.95,10/16/2023 17:08,Debit,Columbus,6.234.101.35,143,9584.52,11/4/2024 8:10
TX001372,AC00098,345.94,10/9/2023 17:32,Debit,Portland,129.102.184.189,163,7624.56,11/4/2024 8:11
TX001373,AC00116,356.56,10/9/2023 17:23,Debit,New York,157.130.28.27,52,2485.73,11/4/2024 8:11
TX001374,AC00267,10.31,1/13/2023 16:23,Debit,Louisville,74.58.165.67,280,2137.9,11/4/2024 8:11
TX001375,AC00447,211.69,10/20/2023 16:02,Debit,Atlanta,200.13.225.150,111,6412.85,11/4/2024 8:07
TX001376,AC00042,221.49,9/13/2023 18:11,Credit,Oklahoma City,76.0.164.168,196,707.25,11/4/2024 8:11
TX001377,AC00074,278.23,5/4/2023 17:49,Debit,Fresno,116.106.207.139,83,8300.54,11/4/2024 8:09
TX001378,AC00063,116.88,10/4/2023 17:10,Debit,Memphis,23.163.145.195,263,7717.34,11/4/2024 8:10
TX001379,AC00085,328.77,4/3/2023 17:59,Credit,San Diego,101.120.142.50,247,6967.03,11/4/2024 8:09
TX001380,AC00126,77.53,7/25/2023 18:00,Debit,Louisville,203.245.215.62,55,5158.6,11/4/2024 8:07
TX001381,AC00471,421.74,6/20/2023 17:07,Debit,San Jose,73.108.76.238,103,12031.14,11/4/2024 8:10
TX001382,AC00304,313.69,3/10/2023 16:35,Debit,Oklahoma City,53.131.194.183,152,7093.68,11/4/2024 8:10
TX001383,AC00242,411.72,6/20/2023 18:43,Debit,Washington,166.41.54.117,153,8539.86,11/4/2024 8:11
TX001384,AC00261,508.73,7/14/2023 16:22,Debit,Chicago,172.184.35.29,89,7640.57,11/4/2024 8:09
TX001385,AC00338,153.08,11/27/2023 16:57,Debit,Omaha,130.29.230.16,201,1292.21,11/4/2024 8:09
TX001386,AC00292,23.01,6/9/2023 18:33,Debit,Las Vegas,55.154.161.250,166,5958.75,11/4/2024 8:09
TX001387,AC00024,69.28,10/30/2023 16:36,Debit,Los Angeles,184.4.253.143,129,708.74,11/4/2024 8:11
TX001388,AC00441,51.25,8/29/2023 16:16,Credit,Austin,101.223.82.253,66,1744.4,11/4/2024 8:11
TX001389,AC00412,407.65,8/7/2023 17:17,Debit,Denver,8.136.178.116,263,273.78,11/4/2024 8:08
TX001390,AC00315,459.25,5/23/2023 16:44,Debit,Tucson,28.149.72.129,59,130.76,11/4/2024 8:11
TX001391,AC00120,301.56,2/9/2023 17:46,Debit,Seattle,155.37.19.43,118,10389.6,11/4/2024 8:10
TX001392,AC00462,17.67,6/27/2023 17:50,Debit,San Diego,21.97.154.92,91,1048.18,11/4/2024 8:10
TX001393,AC00481,5.29,3/13/2023 18:24,Credit,San Francisco,62.27.235.199,132,12896.68,11/4/2024 8:11
TX001394,AC00166,401.37,9/18/2023 16:18,Debit,Los Angeles,1.198.76.182,251,8208.54,11/4/2024 8:11
TX001395,AC00438,145.4,7/6/2023 17:53,Debit,Tucson,49.174.157.140,24,5244.49,11/4/2024 8:09
TX001396,AC00090,556.34,10/19/2023 16:34,Debit,Seattle,59.127.135.25,46,11935.14,11/4/2024 8:07
TX001397,AC00041,34.31,4/28/2023 16:55,Debit,Philadelphia,167.95.191.52,251,1484.76,11/4/2024 8:11
TX001398,AC00141,780.59,6/28/2023 17:58,Credit,Tucson,191.25.177.160,145,6513.34,11/4/2024 8:07
TX001399,AC00410,282.65,3/8/2023 17:42,Debit,Fort Worth,135.73.131.111,161,13801.15,11/4/2024 8:08
TX001400,AC00362,305.27,9/27/2023 16:25,Debit,Las Vegas,57.166.147.242,147,12958.65,11/4/2024 8:09
TX001401,AC00315,185.81,9/20/2023 16:30,Debit,Austin,201.114.165.141,116,9588.71,11/4/2024 8:10
TX001402,AC00092,66.01,10/6/2023 18:39,Debit,Milwaukee,49.172.82.247,179,3475.99,11/4/2024 8:07
TX001403,AC00133,447.95,1/11/2023 17:27,Debit,Tucson,19.20.13.234,75,7544.4,11/4/2024 8:09
TX001404,AC00069,279.3,6/22/2023 17:28,Debit,Oklahoma City,77.21.150.75,48,1193.61,11/4/2024 8:07
TX001405,AC00498,26.75,5/8/2023 16:25,Debit,Indianapolis,131.41.45.13,27,12063.77,11/4/2024 8:07
